Date,Latitude,Longitude,Elevation,Temperature,Precipitation,Humidity,Sunlight_Exposure,Salinity,Organic_Matter,Soil_Moisture,Nitrogen,Phosphorus,Potassium,Growth_Rate,Plant_Height,Tidal_Inundation,Water_Depth,Mangrove_Species
2023-01-01 00:00:00.000000000,17.79065787183846,37.37346278704962,-81.4330961442826,21.263082380491856,93.95898793384038,65.92162828624409,62.64636233602991,19.467750055595474,10.061092153890831,58.17910114933207,16.368878196077183,10.356504150327572,25.692490797127963,13.282487445790611,8.828552140403454,-0.23656070819342587,12.938201148631277,Avicennia marina
2023-01-01 00:52:25.274527452,21.87456362595914,47.40783649436374,148.21639591275246,19.163860997440743,59.428600890117266,66.20966931460825,85.83065219609604,20.842696039336822,10.354310978221768,47.96083182323893,19.138755373184395,17.086078210869072,16.355260916137325,10.249735074493472,6.776948963493731,-0.14731722320886426,-9.707137857735233,Avicennia marina
2023-01-01 01:44:50.549054905,27.544016352286786,40.132214520811594,135.6026809201569,16.284334835476873,38.543478099960524,66.85287204137852,95.15405279861066,19.897481198074903,9.85207141654366,41.42933324197693,20.34904741630759,16.061623077047493,11.230453422899974,8.052290685016192,5.507507369203499,0.3018975964985777,-8.397923051739141,Rhizophora mucronata
2023-01-01 02:37:15.823582358,25.97041436647208,35.54205343071757,274.2726265387871,17.1306303117137,12.932983234670964,66.6410751068214,94.2048897812246,20.005786429796608,10.350782655362567,33.86638026901417,24.467882480401727,6.389593096208118,2.863306515089855,6.129462354172106,4.446091818911197,0.23939268170474454,-22.435366175042308,Avicennia marina
2023-01-01 03:29:41.098109810,27.031956199340755,40.42192307687529,151.40752653849393,16.652648383328664,28.128421823003677,66.80379944785064,90.18633417726785,20.587263769281808,9.965009243713846,38.480760051603845,17.331436749541787,12.005633904487148,17.1707349562432,7.469687383803798,5.162127030733101,0.7468134138207746,-10.266672904493888,Rhizophora mucronata
2023-01-01 04:22:06.372637263,16.779387653493917,35.772194281293615,-66.25904873310841,21.657890918329763,83.56076164205385,65.56062184982763,60.24360300667915,19.53962877847707,9.905237517348256,55.198289390009414,21.32396886422081,9.08939873212571,17.591757348681483,12.747068263102594,8.382407123341602,-0.5933620566233763,11.774504890284685,Rhizophora mucronata
2023-01-01 05:14:31.647164716,27.41913055611125,40.37933439078849,256.00586811676675,16.247923302812826,23.624404115020926,66.88058586513245,96.53248859877243,19.868285629304438,10.186608448934418,37.088378959153154,17.673430304345583,9.685640290042581,18.653323474513215,6.754443761638846,4.823625173243813,0.22429909923818686,-20.513394421053075,Avicennia marina
2023-01-01 06:06:56.921692169,17.136882608709655,36.262166911979065,-76.09485332114566,21.427410285469325,61.57926932756397,65.78701337349243,68.18914854682203,19.138090054935162,10.195498130880468,48.46581728599952,22.544366178413163,20.4593836426294,16.036527303070056,11.148043469790355,7.127171138435738,-0.3177290912256473,12.603230941055994,Avicennia marina
2023-01-01 06:59:22.196219621,26.54779216356787,34.58250475229862,158.69429398319394,16.791195163335317,49.634920745068854,66.6392683043843,75.14360029853762,20.849216428606876,10.176770878436145,44.92889779413712,19.602531638406195,26.564533287906045,13.949290593164708,8.870306999359828,5.924856953644796,0.637025939517126,-10.79729818462902,Rhizophora mucronata
2023-01-01 07:51:47.470747074,16.718004651234317,35.23629584627441,-8.88958027074976,21.72523856406429,65.11742746356259,65.60423967230032,83.16903966554702,19.64995763810379,9.817355036701517,49.611437680956406,19.143865634053206,3.1766985212019723,15.089249001718018,11.338974159017086,7.316919102269477,-0.5154055006290753,5.706616457249871,Sonneratia alba
